year,date,type,agencies_slug_uq,agencies_id_uq,agencies_acronym_uq,agency_names,agency_slugs,document_number,title,editorial_note,filing_type,json_url,indicator
2021,2021-01-27,Notice,transportation-department,492,DOT,Federal Aviation Administration,federal-aviation-administration,2021-01813,Meetings: Drone Advisory Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01813,0
2021,2021-01-27,Notice,transportation-department,492,DOT,Federal Aviation Administration,federal-aviation-administration,2021-01857,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Entry Point Filing Form, International Registry",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01857,0
2021,2021-01-27,Notice,treasury-department,497,TREAS,Fiscal Service; Bureau of the Fiscal Service,fiscal-service; bureau-of-the-fiscal-service,2021-01681,Contract Disputes Act: Prompt Payment Interest Rate,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01681,0
2021,2021-01-27,Notice,treasury-department,497,TREAS,Foreign Assets Control Office,foreign-assets-control-office,2021-01853,Blocking or Unblocking of Persons and Properties,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01853,0
2021,2021-01-27,Notice,treasury-department,497,TREAS,Treasury Department,treasury-department,2021-01880,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01880,0
2021,2021-01-27,Notice,treasury-department,497,TREAS,Comptroller of the Currency,comptroller-of-the-currency,2021-01883,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Company-Run Annual Stress Test Reporting Template and Documentation for Covered Institutions with Total Consolidated Assets of 250 Billion Dollars or More under the Dodd-Frank Wall Street Reform and Consumer Protection Act",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01883,0
2021,2021-01-27,Notice,veterans-affairs-department,520,VA,Veterans Affairs Department,veterans-affairs-department,2021-01817,Meetings: Health Services Research and Development Service Scientific Merit Review Board,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01817,0
2021,2021-01-27,Notice,veterans-affairs-department,520,VA,Veterans Affairs Department,veterans-affairs-department,2021-01818,Requests for Nominations: Veterans' Advisory Committee on Rehabilitation,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01818,0
2021,2021-01-27,Notice,veterans-affairs-department,520,VA,Veterans Affairs Department,veterans-affairs-department,2021-01820,Meetings: Research Advisory Committee on Gulf War Veterans' Illnesses,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01820,0
2021,2021-01-27,Notice,veterans-affairs-department,520,VA,Veterans Affairs Department,veterans-affairs-department,2021-01822,Requests for Nominations: Appointment to the Veterans' Rural Health Advisory Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01822,0
2021,2021-01-27,Notice,veterans-affairs-department,520,VA,Veterans Affairs Department,veterans-affairs-department,2021-01838,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Application for Work Study Allowance; Student Work-Study Agreement (Advance Payment); Extended Student Work-Study Agreement; Student Work-Study Agreement",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01838,0
2021,2021-01-27,Notice,veterans-affairs-department,520,VA,Veterans Affairs Department,veterans-affairs-department,2021-01842,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Request for Change of Program or Place of Training",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01842,0
2021,2021-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2021-02024,Health and Medical Care: Coronavirus Disease 2019; Suspension of Entry as Immigrants and Nonimmigrants Certain Persons Who Pose a Risk of Transmitting (Proc. 10143),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-02024,0
2021,2021-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2021-02034,"Armed Forces, U.S.: Servicemembers; Efforts To Enable All Qualified Americans To Serve Their Country in Uniform (EO 14004)",,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-02034,0
2021,2021-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2021-02038,Labor: America's Workers; Efforts To Ensure Future Is Made in All of America by All Workers (EO 14005),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-02038,0
2021,2021-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2021-02043,"Health and Human Services: COVID-19 Response; Extension of Federal Support for Governors' Use of National Guard and Increased Reimbursement and Other Assistance Provided to States (Memorandum of January 21, 2021)",,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-02043,0
2021,2021-01-27,Proposed Rule,labor-department,271,DOL,Employment and Training Administration,employment-and-training-administration,2021-02090,Strengthening Wage Protections for the Temporary and Permanent Employment of Certain Aliens in the United States: Delay of Effective Date,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-02090,0
2021,2021-01-27,Rule,interior-department,253,DOI,Indian Affairs Bureau,indian-affairs-bureau,2021-01517,Annual Adjustments: Civil Penalties Inflation Adjustments,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01517,0
2021,2021-01-27,Rule,legal-services-corporation,276,LSC,Legal Services Corporation,legal-services-corporation,2021-01815,Income Level for Individuals Eligible for Assistance,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01815,0
2021,2021-01-27,Rule,transportation-department,492,DOT,Federal Aviation Administration,federal-aviation-administration,2021-01832,IFR Altitudes; Miscellaneous Amendments,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01832,0
2021,2021-01-27,Rule,treasury-department,497,TREAS,Financial Crimes Enforcement Network,financial-crimes-enforcement-network,2021-01919,Inflation Adjustment of Civil Monetary Penalties,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01919,0
2021,2021-01-28,Notice,agriculture-department,12,USDA,Agriculture Department,agriculture-department,2021-01930,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01930,0
2021,2021-01-28,Notice,agriculture-department,12,USDA,Agriculture Department,agriculture-department,2021-01994,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01994,0
2021,2021-01-28,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01921,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Emulsion Styrene-Butadiene Rubber from Mexico",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01921,0
2021,2021-01-28,Notice,commerce-department,54,DOC,Census Bureau,census-bureau,2021-01936,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Quarterly Services Survey",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01936,0
2021,2021-01-28,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2021-01938,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Applications and Reporting Requirements for Incidental Taking of Marine Mammals by Specified Activities under the Marine Mammal Protection Act",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01938,0
2021,2021-01-28,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2021-01944,Hearing: Mid-Atlantic Fishery Management Council,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01944,0
2021,2021-01-28,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2021-01945,Meetings: Mid-Atlantic Fishery Management Council,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01945,0
2021,2021-01-28,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2021-01954,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: 3D Nation Elevation Data Requirements and Benefits Study",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01954,0
2021,2021-01-28,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2021-01955,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Shipboard Observation Form for Floating Marine Debris",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01955,0
2021,2021-01-28,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2021-01956,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Geospatial Metadata",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01956,0
2021,2021-01-28,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01975,Determination of Sales at Less Than Fair Value: Certain Corrosion Inhibitors from the People's Republic of China,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01975,0
2021,2021-01-28,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01976,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Certain Corrosion Inhibitors from the People's Republic of China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01976,0
2021,2021-01-28,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2021-01978,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Forged Steel Fluid End Blocks from the People's Republic of China, the Federal Republic of Germany, India, and Italy",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2021-01978,0
